Time,Conditions
2014070408,Overcast
2014070409,Scattered Clouds
2014070410,Clear
2014070411,Mostly Cloudy
2014070412,Mostly Cloudy
2014070412,Overcast
2014070412,Overcast
2014070413,Light Rain
2014070414,Light Rain
2014070414,Light Rain
2014070415,Light Rain
2014070415,Light Rain
2014070416,Overcast
2014070416,Overcast
2014070417,Overcast
2014070417,Mostly Cloudy
2014070418,Overcast
2014070419,Overcast
2014070420,Scattered Clouds
2014070421,Clear
2014070422,Clear
2014070423,Clear
2014070500,Clear
2014070501,Clear
2014070502,Clear
2014070503,Clear
2014070504,Clear
2014070505,Clear
2014070506,Clear
2014070507,Clear
2014070508,Clear
2014070509,Clear
2014070510,Clear
2014070511,Partly Cloudy
2014070512,Partly Cloudy
2014070513,Scattered Clouds
2014070514,Partly Cloudy
2014070515,Clear
2014070516,Clear
2014070517,Clear
2014070518,Clear
2014070519,Clear
2014070520,Clear
2014070521,Clear
2014070522,Clear
2014070523,Clear
2014070600,Clear
2014070601,Clear
2014070602,Clear
2014070603,Clear
2014070604,Clear
2014070605,Clear
2014070606,Clear
2014070607,Clear
2014070608,Clear
2014070609,Clear
2014070610,Clear
2014070611,Clear
2014070612,Clear
2014070613,Clear
2014070614,Clear
2014070615,Clear
2014070616,Clear
2014070617,Clear
2014070618,Clear
2014070619,Clear
2014070620,Clear
2014070621,Clear
2014070622,Clear
2014070623,Clear
2014070700,Clear
2014070701,Partly Cloudy
2014070702,Overcast
2014070703,Overcast
2014070704,Overcast
2014070705,Overcast
2014070706,Mostly Cloudy
2014070707,Clear
2014070708,Clear
2014070709,Clear
2014070710,Clear
2014070711,Clear
2014070712,Partly Cloudy
2014070713,Clear
2014070714,Partly Cloudy
2014070715,Clear
2014070716,Clear
2014070717,Clear
2014070718,Clear
2014070719,Clear
2014070720,Clear
2014070721,Clear
2014070722,Clear
2014070723,Clear
2014070800,Overcast
2014070800,Light Rain
2014070801,Heavy Rain
2014070801,Rain
2014070801,Rain
2014070801,Light Rain
2014070801,Light Rain
2014070802,Mostly Cloudy
2014070803,Clear
2014070804,Clear
2014070805,Clear
2014070806,Clear
2014070807,Clear
2014070808,Clear
2014070809,Clear
2014070810,Clear
2014070811,Clear
2014070812,Partly Cloudy
2014070813,Scattered Clouds
2014070814,Clear
2014070815,Clear
2014070816,Clear
2014070817,Scattered Clouds
2014070818,Clear
2014070819,Clear
2014070820,Clear
2014070821,Clear
2014070822,Light Rain
2014070823,Clear
2014070900,Clear
2014070901,Clear
2014070902,Clear
2014070903,Clear
2014070904,Clear
2014070905,Clear
2014070906,Clear
2014070907,Clear
2014070908,Clear
2014070909,Scattered Clouds
2014070910,Scattered Clouds
2014070911,Scattered Clouds
2014070912,Partly Cloudy
2014070913,Clear
2014070914,Scattered Clouds
2014070915,Scattered Clouds
2014070916,Mostly Cloudy
2014070917,Clear
2014070918,Partly Cloudy
2014070919,Scattered Clouds
2014070920,Rain
2014070920,Rain
2014070920,Light Rain
2014070920,Mostly Cloudy
2014070920,Scattered Clouds
2014070921,Clear
2014070922,Clear
2014070923,Mostly Cloudy
2014071000,Mostly Cloudy
2014071001,Scattered Clouds
2014071002,Clear
2014071003,Clear
2014071004,Clear
2014071005,Clear
2014071006,Scattered Clouds
2014071007,Partly Cloudy
2014071008,Mostly Cloudy
2014071009,Scattered Clouds
2014071010,Scattered Clouds
2014071011,Clear
2014071012,Clear
2014071013,Mostly Cloudy
2014071014,Clear
2014071015,Clear
2014071016,Clear
2014071017,Clear
2014071018,Clear
2014071019,Clear
2014071020,Clear
2014071021,Mostly Cloudy
2014071022,Overcast
2014071023,Overcast
2014071100,Mostly Cloudy
2014071101,Mostly Cloudy
2014071102,Clear
2014071103,Partly Cloudy
2014071104,Partly Cloudy
2014071105,Partly Cloudy
2014071106,Clear
2014071107,Overcast
2014071108,Partly Cloudy
2014071109,Scattered Clouds
2014071110,Clear
2014071111,Clear
2014071112,Clear
2014071113,Clear
2014071114,Clear
2014071115,Partly Cloudy
2014071116,Scattered Clouds
2014071117,Mostly Cloudy
2014071118,Partly Cloudy
2014071119,Overcast
2014071120,Clear
2014071121,Clear
2014071122,Clear
2014071123,Clear
2014071200,Clear
2014071201,Clear
2014071202,Mostly Cloudy
2014071203,Partly Cloudy
2014071204,Mostly Cloudy
2014071205,Clear
2014071206,Clear
2014071207,Clear
2014071208,Clear
2014071209,Clear
2014071210,Clear
2014071211,Clear
2014071212,Clear
2014071213,Scattered Clouds
2014071214,Clear
2014071215,Clear
2014071216,Clear
2014071217,Clear
2014071218,Clear
2014071219,Clear
2014071220,Clear
2014071221,Overcast
2014071222,Overcast
2014071223,Clear
2014071300,Clear
2014071301,Clear
2014071302,Clear
2014071303,Mostly Cloudy
2014071304,Overcast
2014071305,Mostly Cloudy
2014071306,Scattered Clouds
2014071307,Clear
2014071308,Mostly Cloudy
2014071308,Overcast
2014071309,Overcast
2014071310,Overcast
2014071311,Mostly Cloudy
2014071311,Partly Cloudy
2014071312,Scattered Clouds
2014071313,Partly Cloudy
2014071314,Clear
2014071315,Partly Cloudy
2014071316,Light Rain
2014071316,Scattered Clouds
2014071316,Clear
2014071317,Clear
2014071318,Clear
2014071319,Clear
2014071320,Clear
2014071321,Clear
2014071322,Partly Cloudy
2014071400,Unknown
2014071401,Unknown
2014071402,Unknown
2014071403,Unknown
2014071404,Unknown
2014071405,Unknown
2014071406,Unknown
2014071407,Unknown
2014071408,Unknown
2014071409,Unknown
2014071410,Unknown
2014071411,Haze
2014071412,Overcast
2014071413,Overcast
2014071414,Overcast
2014071415,Overcast
2014071415,Mostly Cloudy
2014071416,Mostly Cloudy
2014071417,Partly Cloudy
2014071418,Light Rain
2014071419,Rain
2014071419,Light Rain
2014071419,Mostly Cloudy
2014071419,Overcast
2014071420,Light Rain
2014071420,Heavy Rain
2014071420,Heavy Rain
2014071420,Light Rain
2014071420,Light Rain
2014071420,Light Rain
2014071421,Light Rain
2014071421,Light Rain
2014071421,Light Rain
2014071421,Light Rain
2014071421,Rain
2014071422,Light Rain
2014071422,Light Rain
2014071422,Light Rain
2014071422,Light Rain
2014071423,Light Rain
2014071423,Rain
2014071423,Light Rain
2014071423,Light Rain
2014071500,Mostly Cloudy
2014071500,Mostly Cloudy
2014071501,Overcast
2014071502,Overcast
2014071502,Overcast
2014071503,Overcast
2014071504,Overcast
2014071505,Overcast
2014071505,Overcast
2014071506,Overcast
2014071506,Overcast
2014071507,Mostly Cloudy
2014071508,Haze
2014071508,Haze
2014071509,Haze
2014071509,Mostly Cloudy
2014071510,Scattered Clouds
2014071510,Mostly Cloudy
2014071510,Mostly Cloudy
2014071511,Haze
2014071512,Haze
2014071512,Haze
2014071513,Haze
2014071514,Light Rain
2014071514,Heavy Rain
2014071514,Heavy Rain
2014071514,Heavy Rain
2014071515,Light Rain
2014071515,Light Rain
2014071515,Overcast
2014071515,Mostly Cloudy
2014071516,Mostly Cloudy
2014071517,Partly Cloudy
2014071518,Rain
2014071518,Rain
2014071519,Rain
2014071519,Rain
2014071519,Light Rain
2014071520,Light Rain
2014071520,Light Rain
2014071520,Rain
2014071520,Rain
2014071520,Rain
2014071520,Rain
2014071521,Rain
2014071521,Scattered Clouds
2014071522,Mostly Cloudy
2014071522,Overcast
2014071522,Mostly Cloudy
2014071522,Mostly Cloudy
2014071523,Partly Cloudy
2014071523,Partly Cloudy
2014071523,Mostly Cloudy
2014071523,Mostly Cloudy
2014071523,Mostly Cloudy
2014071600,Overcast
2014071600,Mostly Cloudy
2014071600,Mostly Cloudy
2014071600,Mostly Cloudy
2014071600,Mostly Cloudy
2014071601,Mostly Cloudy
2014071601,Overcast
2014071601,Mostly Cloudy
2014071601,Overcast
2014071602,Overcast
2014071602,Overcast
2014071602,Overcast
2014071602,Overcast
2014071602,Overcast
2014071603,Mostly Cloudy
2014071603,Mostly Cloudy
2014071604,Mostly Cloudy
2014071605,Mostly Cloudy
2014071605,Overcast
2014071605,Overcast
2014071606,Overcast
2014071606,Overcast
2014071606,Overcast
2014071607,Mostly Cloudy
2014071607,Mostly Cloudy
2014071608,Overcast
2014071609,Overcast
2014071610,Mostly Cloudy
2014071611,Scattered Clouds
2014071612,Clear
2014071613,Clear
2014071614,Clear
2014071615,Clear
2014071616,Partly Cloudy
2014071617,Partly Cloudy
2014071618,Partly Cloudy
2014071619,Clear
2014071620,Clear
2014071621,Clear
2014071622,Clear
2014071623,Clear
2014071700,Clear
2014071701,Clear
2014071702,Clear
2014071703,Clear
2014071704,Clear
2014071705,Clear
2014071706,Clear
2014071707,Clear
2014071708,Clear
2014071709,Clear
2014071710,Clear
2014071711,Mostly Cloudy
2014071712,Overcast
2014071713,Mostly Cloudy
2014071714,Overcast
2014071715,Mostly Cloudy
2014071716,Mostly Cloudy
2014071717,Partly Cloudy
2014071718,Partly Cloudy
2014071719,Clear
2014071720,Clear
2014071721,Clear
2014071722,Clear
2014071723,Clear
2014071800,Clear
2014071801,Clear
2014071802,Clear
2014071803,Clear
2014071804,Clear
2014071805,Clear
2014071806,Clear
2014071807,Clear
2014071808,Clear
2014071809,Clear
2014071810,Clear
2014071811,Clear
2014071812,Clear
2014071813,Clear
2014071814,Clear
2014071815,Clear
2014071816,Clear
2014071817,Clear
2014071818,Clear
2014071819,Clear
2014071820,Unknown
2014071821,Unknown
2014071822,Unknown
2014071823,Unknown
2014071900,Unknown
2014071901,Unknown
2014071902,Unknown
2014071903,Unknown
2014071904,Unknown
2014071905,Unknown
2014071906,Unknown
2014071907,Unknown
2014071908,Unknown
2014071909,Clear
2014071910,Clear
2014071911,Clear
2014071912,Clear
2014071913,Unknown
2014071914,Unknown
2014071915,Unknown
2014071916,Unknown
2014071917,Unknown
2014071919,Unknown
2014071920,Unknown
2014071921,Unknown
2014071923,Unknown
2014072000,Unknown
2014072001,Unknown
2014072002,Unknown
2014072003,Unknown
2014072004,Unknown
2014072005,Unknown
2014072006,Unknown
2014072007,Unknown
2014072008,Unknown
2014072009,Unknown
2014072010,Unknown
2014072011,Unknown
2014072012,Partly Cloudy
2014072013,Clear
2014072014,Partly Cloudy
2014072015,Clear
2014072016,Clear
2014072017,Clear
2014072018,Clear
2014072019,Clear
2014072020,Clear
2014072021,Clear
2014072022,Clear
2014072023,Clear
2014072100,Clear
2014072101,Clear
2014072102,Clear
2014072103,Clear
2014072104,Clear
2014072105,Partly Cloudy
2014072106,Mostly Cloudy
2014072107,Scattered Clouds
2014072107,Clear
2014072108,Clear
2014072109,Clear
2014072110,Clear
2014072111,Clear
2014072112,Partly Cloudy
2014072113,Clear
2014072114,Clear
2014072115,Clear
2014072116,Clear
2014072117,Overcast
2014072118,Overcast
2014072119,Clear
2014072120,Clear
2014072121,Clear
2014072122,Clear
2014072123,Clear
2014072200,Clear
2014072201,Clear
2014072202,Clear
2014072203,Clear
2014072204,Clear
2014072205,Clear
2014072206,Clear
2014072207,Clear
2014072208,Clear
2014072209,Clear
2014072210,Clear
2014072211,Partly Cloudy
2014072212,Mostly Cloudy
2014072213,Scattered Clouds
2014072214,Clear
2014072215,Partly Cloudy
2014072216,Partly Cloudy
2014072217,Partly Cloudy
2014072218,Partly Cloudy
2014072219,Clear
2014072220,Clear
2014072221,Clear
2014072222,Clear
2014072223,Clear
2014072300,Clear
2014072301,Clear
2014072302,Clear
2014072303,Clear
2014072304,Partly Cloudy
2014072305,Partly Cloudy
2014072305,Partly Cloudy
2014072306,Partly Cloudy
2014072307,Clear
2014072308,Scattered Clouds
2014072309,Clear
2014072310,Clear
2014072311,Clear
2014072312,Partly Cloudy
2014072313,Mostly Cloudy
2014072314,Mostly Cloudy
2014072315,Mostly Cloudy
2014072316,Mostly Cloudy
2014072317,Mostly Cloudy
2014072318,Partly Cloudy
2014072319,Mostly Cloudy
2014072320,Heavy Rain
2014072321,Light Rain
2014072321,Light Rain
2014072322,Light Rain
2014072323,Mostly Cloudy
2014072400,Clear
2014072401,Mostly Cloudy
2014072402,Scattered Clouds
2014072403,Mostly Cloudy
2014072404,Overcast
2014072405,Overcast
2014072406,Mostly Cloudy
2014072407,Mostly Cloudy
2014072407,Scattered Clouds
2014072408,Mostly Cloudy
2014072409,Overcast
2014072409,Overcast
2014072410,Overcast
2014072410,Overcast
2014072411,Scattered Clouds
2014072412,Scattered Clouds
2014072413,Mostly Cloudy
2014072414,Partly Cloudy
2014072415,Partly Cloudy
2014072416,Mostly Cloudy
2014072417,Mostly Cloudy
2014072418,Mostly Cloudy
2014072419,Clear
2014072420,Mostly Cloudy
2014072421,Mostly Cloudy
2014072422,Partly Cloudy
2014072423,Clear
2014072500,Clear
2014072501,Mostly Cloudy
2014072502,Overcast
2014072503,Partly Cloudy
2014072504,Clear
2014072505,Partly Cloudy
2014072506,Partly Cloudy
2014072506,Clear
2014072507,Clear
2014072508,Clear
2014072509,Clear
2014072510,Clear
2014072511,Clear
2014072512,Clear
2014072513,Clear
2014072514,Unknown
2014072515,Unknown
2014072516,Unknown
2014072517,Unknown
2014072518,Unknown
2014072519,Unknown
2014072520,Scattered Clouds
2014072521,Clear
2014072522,Clear
2014072523,Clear
2014072600,Clear
2014072601,Clear
2014072602,Clear
2014072603,Clear
2014072604,Clear
2014072605,Clear
2014072606,Clear
2014072607,Clear
2014072608,Clear
2014072609,Partly Cloudy
2014072614,Overcast
2014072615,Mostly Cloudy
2014072616,Mostly Cloudy
2014072617,Mostly Cloudy
2014072618,Mostly Cloudy
2014072618,Mostly Cloudy
2014072618,Scattered Clouds
2014072619,Clear
2014072620,Scattered Clouds
2014072620,Mostly Cloudy
2014072621,Scattered Clouds
2014072621,Partly Cloudy
2014072622,Partly Cloudy
2014072623,Partly Cloudy
2014072700,Clear
2014072701,Clear
2014072702,Clear
2014072703,Clear
2014072704,Mostly Cloudy
2014072704,Scattered Clouds
2014072704,Scattered Clouds
2014072705,Mostly Cloudy
2014072706,Mostly Cloudy
2014072707,Overcast
2014072708,Mostly Cloudy
2014072709,Overcast
2014072710,Overcast
2014072711,Mostly Cloudy
2014072712,Overcast
2014072713,Mostly Cloudy
2014072714,Clear
2014072715,Scattered Clouds
2014072716,Partly Cloudy
2014072717,Partly Cloudy
2014072718,Partly Cloudy
2014072719,Clear
2014072720,Clear
2014072721,Clear
2014072722,Clear
2014072723,Light Rain
2014072800,Mostly Cloudy
2014072801,Rain
2014072801,Rain
2014072802,Light Rain
2014072802,Scattered Clouds
2014072802,Scattered Clouds
2014072802,Mostly Cloudy
2014072803,Mostly Cloudy
2014072803,Light Rain
2014072803,Light Rain
2014072803,Light Rain
2014072804,Scattered Clouds
2014072805,Clear
2014072806,Mostly Cloudy
2014072806,Overcast
2014072807,Overcast
2014072807,Overcast
2014072808,Overcast
2014072808,Overcast
2014072809,Mostly Cloudy
2014072809,Overcast
2014072810,Overcast
2014072811,Overcast
2014072811,Mostly Cloudy
2014072812,Mostly Cloudy
2014072813,Partly Cloudy
2014072814,Mostly Cloudy
2014072815,Mostly Cloudy
2014072816,Partly Cloudy
2014072817,Partly Cloudy
2014072818,Mostly Cloudy
2014072819,Partly Cloudy
2014072820,Clear
2014072821,Scattered Clouds
2014072822,Clear
2014072823,Partly Cloudy
2014072900,Partly Cloudy
2014072901,Clear
2014072902,Clear
2014072903,Clear
2014072904,Clear
2014072905,Clear
2014072906,Clear
2014072907,Clear
2014072908,Scattered Clouds
2014072909,Clear
2014072910,Clear
2014072911,Clear
2014072912,Mostly Cloudy
2014072913,Scattered Clouds
2014072914,Partly Cloudy
2014072915,Scattered Clouds
2014072916,Mostly Cloudy
2014072917,Scattered Clouds
2014072918,Overcast
2014072919,Overcast
2014072920,Scattered Clouds
2014072921,Scattered Clouds
2014072922,Clear
2014072923,Scattered Clouds
2014073000,Scattered Clouds
2014073001,Mostly Cloudy
2014073002,Overcast
2014073003,Overcast
2014073004,Clear
2014073005,Clear
2014073006,Clear
2014073007,Clear
2014073008,Clear
2014073009,Clear
2014073010,Clear
2014073011,Clear
2014073012,Clear
2014073013,Clear
2014073014,Mostly Cloudy
2014073015,Mostly Cloudy
2014073016,Mostly Cloudy
2014073017,Mostly Cloudy
2014073018,Clear
2014073019,Clear
2014073020,Clear
2014073021,Clear
2014073022,Clear
2014073023,Clear
2014073100,Clear
2014073101,Clear
2014073102,Clear
2014073103,Clear
2014073104,Clear
2014073105,Clear
2014073106,Partly Cloudy
2014073106,Clear
2014073107,Partly Cloudy
2014073108,Mostly Cloudy
2014073109,Mostly Cloudy
2014073110,Scattered Clouds
2014073111,Clear
2014073112,Mostly Cloudy
2014073113,Mostly Cloudy
2014073114,Mostly Cloudy
2014073115,Mostly Cloudy
2014073116,Mostly Cloudy
2014073117,Mostly Cloudy
2014073118,Mostly Cloudy
2014073119,Mostly Cloudy
2014073120,Scattered Clouds
2014073121,Partly Cloudy
2014073122,Partly Cloudy
2014073123,Clear
2014080100,Clear
2014080101,Clear
2014080102,Clear
2014080103,Clear
2014080104,Clear
2014080105,Clear
2014080106,Clear
2014080107,Clear
2014080108,Haze
2014080109,Haze
2014080110,Clear
2014080111,Haze
2014080112,Mostly Cloudy
2014080113,Clear
2014080114,Clear
2014080115,Mostly Cloudy
2014080116,Overcast
2014080117,Mostly Cloudy
2014080118,Clear
2014080119,Clear
2014080120,Mostly Cloudy
2014080121,Partly Cloudy
2014080122,Clear
2014080123,Scattered Clouds
2014080200,Scattered Clouds
2014080201,Scattered Clouds
2014080202,Mostly Cloudy
2014080203,Light Rain
2014080204,Light Rain
2014080205,Rain
2014080205,Rain
2014080205,Rain
2014080206,Light Rain
2014080206,Light Rain
2014080206,Rain
2014080207,Rain
2014080207,Rain
2014080207,Light Rain
2014080208,Light Rain
2014080208,Overcast
2014080209,Scattered Clouds
2014080210,Overcast
2014080211,Overcast
2014080211,Overcast
2014080211,Overcast
2014080212,Overcast
2014080212,Overcast
2014080212,Overcast
2014080213,Overcast
2014080213,Overcast
2014080213,Overcast
2014080214,Overcast
2014080215,Mostly Cloudy
2014080216,Overcast
2014080217,Mostly Cloudy
2014080218,Clear
2014080219,Clear
2014080220,Clear
2014080221,Partly Cloudy
2014080222,Clear
2014080223,Scattered Clouds
2014080300,Partly Cloudy
2014080301,Overcast
2014080302,Mostly Cloudy
2014080303,Mostly Cloudy
2014080303,Overcast
2014080303,Overcast
2014080304,Overcast
2014080304,Overcast
2014080304,Mostly Cloudy
2014080305,Mostly Cloudy
2014080306,Light Rain
2014080307,Light Rain
2014080307,Light Rain
2014080307,Light Rain
2014080307,Light Rain
2014080308,Overcast
2014080308,Mostly Cloudy
2014080308,Overcast
2014080308,Overcast
2014080308,Overcast
2014080309,Mostly Cloudy
2014080309,Mostly Cloudy
2014080309,Mostly Cloudy
2014080310,Haze
2014080310,Mostly Cloudy
2014080310,Mostly Cloudy
2014080310,Scattered Clouds
2014080311,Mostly Cloudy
2014080311,Mostly Cloudy
2014080312,Overcast
2014080312,Overcast
2014080313,Overcast
2014080313,Overcast
2014080314,Mostly Cloudy
2014080314,Overcast
2014080315,Overcast
2014080316,Overcast
2014080317,Overcast
2014080318,Scattered Clouds
2014080319,Mostly Cloudy
2014080319,Overcast
2014080320,Overcast
2014080320,Scattered Clouds
2014080321,Clear
2014080322,Scattered Clouds
2014080323,Mostly Cloudy
2014080400,Overcast
2014080400,Overcast
2014080401,Overcast
2014080402,Overcast
2014080402,Overcast
2014080403,Overcast
2014080403,Mostly Cloudy
2014080403,Mostly Cloudy
2014080404,Overcast
2014080404,Overcast
2014080404,Overcast
2014080404,Overcast
2014080405,Overcast
2014080406,Haze
2014080407,Overcast
2014080408,Scattered Clouds
2014080408,Partly Cloudy
2014080409,Clear
2014080410,Partly Cloudy
2014080411,Partly Cloudy
2014080412,Scattered Clouds
2014080413,Clear
2014080414,Scattered Clouds
2014080415,Clear
2014080416,Clear
2014080417,Clear
2014080418,Clear
2014080419,Clear
2014080420,Clear
2014080421,Clear
2014080422,Clear
2014080423,Clear
2014080500,Clear
2014080501,Clear
2014080502,Clear
2014080503,Clear
2014080504,Clear
2014080505,Clear
2014080506,Clear
2014080507,Clear
2014080508,Clear
2014080509,Clear
2014080510,Clear
2014080511,Clear
2014080512,Clear
2014080513,Partly Cloudy
2014080514,Clear
2014080515,Clear
2014080516,Mostly Cloudy
2014080517,Clear
2014080518,Clear
2014080519,Clear
2014080520,Partly Cloudy
2014080521,Clear
2014080522,Clear
2014080523,Clear
2014080600,Clear
2014080601,Clear
2014080602,Clear
2014080603,Clear
2014080604,Clear
2014080605,Clear
2014080606,Clear
2014080607,Clear
2014080608,Clear
2014080609,Clear
2014080610,Clear
2014080611,Clear
2014080612,Clear
2014080613,Mostly Cloudy
2014080614,Partly Cloudy
2014080615,Scattered Clouds
2014080616,Clear
2014080617,Partly Cloudy
2014080618,Partly Cloudy
2014080619,Clear
2014080620,Clear
2014080621,Clear
2014080622,Clear
2014080623,Clear
2014080700,Clear
2014080701,Clear
2014080702,Clear
2014080703,Clear
2014080704,Clear
2014080705,Clear
2014080706,Clear
2014080707,Clear
2014080708,Clear
2014080709,Clear
2014080710,Clear
2014080711,Clear
2014080712,Partly Cloudy
2014080713,Scattered Clouds
2014080714,Clear
2014080715,Scattered Clouds
2014080716,Scattered Clouds
2014080717,Mostly Cloudy
2014080718,Partly Cloudy
2014080719,Scattered Clouds
2014080720,Clear
2014080721,Clear
2014080722,Clear
2014080723,Clear
2014080800,Clear
2014080801,Clear
2014080802,Clear
2014080803,Clear
2014080804,Clear
2014080805,Clear
2014080806,Clear
2014080807,Clear
2014080808,Clear
2014080809,Clear
2014080810,Clear
2014080811,Clear
2014080812,Clear
2014080813,Clear
2014080814,Partly Cloudy
2014080815,Clear
2014080816,Scattered Clouds
2014080817,Partly Cloudy
2014080818,Clear
2014080819,Partly Cloudy
2014080820,Mostly Cloudy
2014080821,Clear
2014080822,Clear
2014080823,Clear
2014080900,Clear
2014080901,Clear
2014080902,Clear
2014080903,Clear
2014080904,Clear
2014080905,Clear
2014080906,Clear
2014080907,Clear
2014080908,Clear
2014080909,Clear
2014080910,Clear
2014080911,Clear
2014080912,Clear
2014080913,Clear
2014080914,Clear
2014080915,Clear
2014080916,Clear
2014080917,Clear
2014080918,Clear
2014080919,Clear
2014080920,Clear
2014080921,Clear
2014080922,Clear
2014081000,Clear
2014081001,Clear
2014081002,Clear
2014081003,Clear
2014081004,Clear
2014081005,Clear
2014081006,Clear
2014081007,Clear
2014081008,Clear
2014081009,Clear
2014081010,Clear
2014081011,Clear
2014081012,Partly Cloudy
2014081013,Mostly Cloudy
2014081014,Clear
2014081015,Mostly Cloudy
2014081016,Mostly Cloudy
2014081017,Mostly Cloudy
2014081018,Clear
2014081019,Partly Cloudy
2014081020,Clear
2014081021,Clear
2014081022,Clear
2014081023,Clear
2014081100,Mostly Cloudy
2014081101,Partly Cloudy
2014081102,Mostly Cloudy
2014081103,Clear
2014081104,Clear
2014081105,Clear
2014081106,Clear
2014081107,Clear
2014081108,Clear
2014081109,Clear
2014081110,Mostly Cloudy
2014081111,Clear
2014081112,Clear
2014081113,Clear
2014081114,Clear
2014081115,Clear
2014081116,Clear
2014081117,Clear
2014081118,Clear
2014081119,Clear
2014081120,Clear
2014081121,Clear
2014081122,Clear
2014081123,Clear
2014081200,Clear
2014081201,Clear
2014081202,Clear
2014081203,Clear
2014081204,Clear
2014081205,Clear
2014081206,Mostly Cloudy
2014081207,Scattered Clouds
2014081207,Mostly Cloudy
2014081208,Scattered Clouds
2014081208,Scattered Clouds
2014081209,Mostly Cloudy
2014081209,Mostly Cloudy
2014081209,Mostly Cloudy
2014081210,Overcast
2014081210,Overcast
2014081211,Overcast
2014081213,Mostly Cloudy
2014081214,Mostly Cloudy
2014081215,Mostly Cloudy
2014081216,Light Rain
2014081217,Mostly Cloudy
2014081217,Mostly Cloudy
2014081218,Mostly Cloudy
2014081218,Mostly Cloudy
2014081219,Light Rain
2014081219,Light Rain
2014081220,Overcast
2014081220,Overcast
2014081220,Overcast
2014081221,Overcast
2014081221,Overcast
2014081221,Overcast
2014081222,Overcast
2014081222,Mostly Cloudy
2014081223,Overcast
2014081223,Mostly Cloudy
2014081300,Scattered Clouds
2014081300,Light Rain
2014081300,Light Rain
2014081300,Rain
2014081300,Rain
2014081300,Rain
2014081301,Light Rain
2014081301,Rain
2014081302,Light Rain
2014081302,Light Rain
2014081303,Light Rain
2014081303,Light Rain
2014081304,Light Rain
2014081305,Overcast
2014081306,Light Rain
2014081306,Light Rain
2014081306,Light Rain
2014081306,Light Rain
2014081307,Light Rain
2014081307,Light Rain
2014081307,Light Rain
2014081307,Light Rain
2014081308,Overcast
2014081308,Overcast
2014081309,Overcast
2014081309,Overcast
2014081309,Overcast
2014081309,Overcast
2014081310,Light Rain
2014081310,Overcast
2014081310,Overcast
2014081310,Overcast
2014081310,Overcast
2014081311,Overcast
2014081311,Overcast
2014081312,Overcast
2014081312,Overcast
2014081313,Overcast
2014081314,Mostly Cloudy
2014081314,Mostly Cloudy
2014081314,Mostly Cloudy
2014081315,Mostly Cloudy
2014081315,Mostly Cloudy
2014081316,Mostly Cloudy
2014081317,Mostly Cloudy
2014081318,Partly Cloudy
2014081319,Clear
2014081320,Partly Cloudy
2014081321,Partly Cloudy
2014081322,Mostly Cloudy
2014081400,Clear
2014081401,Clear
2014081402,Clear
2014081403,Clear
2014081404,Clear
2014081405,Clear
2014081406,Clear
2014081407,Clear
2014081408,Clear
2014081409,Clear
2014081410,Clear
2014081411,Clear
2014081412,Partly Cloudy
2014081413,Clear
2014081414,Partly Cloudy
2014081415,Partly Cloudy
2014081416,Mostly Cloudy
2014081417,Clear
2014081418,Clear
2014081419,Clear
2014081420,Scattered Clouds
2014081421,Partly Cloudy
2014081422,Partly Cloudy
2014081423,Clear
2014081500,Clear
2014081501,Clear
2014081502,Clear
2014081503,Clear
2014081504,Clear
2014081505,Clear
2014081506,Clear
2014081507,Clear
2014081508,Clear
2014081509,Clear
2014081510,Partly Cloudy
2014081511,Mostly Cloudy
2014081512,Clear
2014081513,Mostly Cloudy
2014081514,Overcast
2014081515,Overcast
2014081516,Overcast
2014081517,Overcast
2014081518,Overcast
2014081519,Overcast
2014081520,Overcast
2014081521,Overcast
2014081522,Overcast
2014081523,Overcast
2014081601,Clear
2014081602,Clear
2014081603,Clear
2014081604,Clear
2014081605,Clear
2014081606,Clear
2014081607,Clear
2014081608,Clear
2014081609,Clear
2014081610,Clear
2014081611,Clear
2014081612,Clear
2014081613,Clear
2014081614,Clear
2014081615,Partly Cloudy
2014081616,Partly Cloudy
2014081617,Clear
2014081618,Clear
2014081619,Clear
2014081620,Clear
2014081621,Clear
2014081622,Clear
2014081623,Clear
2014081700,Clear
2014081701,Partly Cloudy
2014081702,Mostly Cloudy
2014081703,Clear
2014081704,Clear
2014081705,Clear
2014081706,Mostly Cloudy
2014081707,Overcast
2014081708,Overcast
2014081709,Clear
2014081710,Clear
2014081711,Overcast
2014081712,Mostly Cloudy
2014081713,Overcast
2014081714,Mostly Cloudy
2014081715,Overcast
2014081716,Mostly Cloudy
2014081717,Mostly Cloudy
2014081718,Partly Cloudy
2014081719,Scattered Clouds
2014081720,Clear
2014081721,Clear
2014081722,Clear
2014081723,Clear
2014081800,Clear
2014081801,Clear
2014081802,Clear
2014081803,Clear
2014081804,Clear
2014081805,Clear
2014081806,Clear
2014081807,Clear
2014081808,Clear
2014081809,Clear
2014081810,Clear
2014081811,Mostly Cloudy
2014081812,Mostly Cloudy
2014081813,Partly Cloudy
2014081814,Partly Cloudy
2014081815,Scattered Clouds
2014081816,Clear
2014081817,Clear
2014081818,Clear
2014081819,Clear
2014081820,Clear
2014081821,Clear
2014081822,Clear
2014081823,Clear
2014081900,Clear
2014081901,Partly Cloudy
2014081902,Overcast
2014081903,Clear
2014081904,Clear
2014081905,Clear
